source_id,source_kind,publication_status,platform_label,model_id,model_revision,runtime,profile,topology,mtp_tokens,metric,concurrency,nominal_context_tokens,input_tokens,target_output_tokens,target_requests,completed_requests,num_errors,measurement_seconds,throughput,ttft_p50_seconds,itl_p50_seconds,effective_concurrency,queue_fraction,capacity_limited,source_path,source_sha256,notes
qwen38-4p89-tp1-mtp0-gemini1-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP0,single_node_tp1_ep_disabled,0,prefill,1,131072,131074,1,8,8,0,,34529.0,3.796,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp0-gemini1-v1/benchmark/raw/prefill/cold.json,0c9f5ac43e1d96d657e32c3c5443643c62a57f21a3fadfd0e356719f227e4330,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,1,,8192,1024,5,5,0,14.93838,342.7413160075512,0.24392200099828187,0.0026723883118282893,0.9,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c1.json,ec46d7a1fbd191f921fdad41f40cb186324fe4253536560691126788ff33a0fd,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,2,,8192,1024,10,10,0,17.738311,577.2815816430691,0.2505008794978494,0.0031149446011732246,1.7,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c2.json,1c91e07ed9494d0df813de57c5e870d47bebef67bc835f0e0fc99674bac3a1d0,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,4,,8192,1024,20,20,0,24.083628,850.3702069380723,0.25388469399877067,0.004231875877811005,3.7,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c4.json,bed38b8bc9e79243233d474183e888526bd59c8bf9da796e7dd24ede94e75d46,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,8,,8192,1024,40,40,0,32.480479,1261.065162582984,0.4565326050014846,0.005961946260510593,7.5,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c8.json,90ae9e34f5af30660f8e276e14143f10bcceee28391cdb69a960fd363c782a25,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,16,,8192,1024,80,80,0,47.265132,1733.2015599369904,0.28798161300073843,0.008956757644184202,15.1,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c16.json,879d452610394ffc6e81a2057cfac7e2fc7f922005b61713863175f09b5c0321,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,32,,8192,1024,160,160,0,72.01824,2274.9792312753,0.4783200420006324,0.013837388141250666,30.9,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c32.json,2859f4dad0712c20fd4f11ff94bdb1d7f04c73ff762db8aac90310e0f9b268cc,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,decode,64,,8192,1024,320,320,0,126.498784,2590.380639547335,4.055537734500831,0.01812955339442684,45.1,0.911,true,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/fixed/c64.json,26c5e21a301b95efc4da5b8353f43402b8ed9322880bf8db1ba1f61f72282bda,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,prefill,1,8192,8195,1,59,59,0,,33457.0,0.245,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/prefill/cold.json,c128fad01503ceea1b818648a0ef49b6a1a9a557af0b2157db179b3a7516b4ac,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,prefill,1,32768,32771,1,30,30,0,,39832.0,0.823,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/prefill/cold.json,c128fad01503ceea1b818648a0ef49b6a1a9a557af0b2157db179b3a7516b4ac,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,prefill,1,65536,65538,1,15,15,0,,38286.0,1.712,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/prefill/cold.json,c128fad01503ceea1b818648a0ef49b6a1a9a557af0b2157db179b3a7516b4ac,one_engine_on_one_station
qwen38-4p89-tp1-mtp3-gemini2-v2,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP1/MTP3,single_node_tp1_ep_disabled,3,prefill,1,131072,131074,1,8,8,0,,33802.0,3.878,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp1-mtp3-gemini2-v2/benchmark/raw/prefill/cold.json,c128fad01503ceea1b818648a0ef49b6a1a9a557af0b2157db179b3a7516b4ac,one_engine_on_one_station
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,1,,8192,1024,5,5,0,35.966088,142.35632277987887,0.25284988800194697,0.00669122563440992,0.9,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c1.json,b5a1bdcb709a549e576e531701f5b3882b1fb03eb903bf0ff44e7323643e6119,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,2,,8192,1024,10,10,0,38.525662,265.7968576287723,0.4911906730012561,0.007037423811338565,1.8,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c2.json,373ac670bb72be93fe6777b22d5f6375abb38f72fcdbefc8df67c350486dcb66,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,4,,8192,1024,20,20,0,42.060826,486.91387569993185,0.5027747290005209,0.007638111245843728,3.6,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c4.json,f15853801f406cdf5b53e73b6b167987658b728b99f2485a70a7e75f2e749acc,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,8,,8192,1024,40,40,0,45.664604,896.9748130483812,0.5141606994984613,0.008403483389539997,7.1,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c8.json,9d90e132b35175d1abc67a5dcfc77886fc9d428a569918dfe6d1140eb8258509,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,16,,8192,1024,80,80,0,55.616162,1472.9531242866558,0.5482866674992692,0.010300578032747705,14.5,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c16.json,681fdf2420ec881833c3305a4bdd67f03b6aaea39c707dc73e4617f9b4d3f264,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,32,,8192,1024,160,160,0,78.031045,2099.677110878573,0.8339956305026135,0.014342525194037238,29.9,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c32.json,561c4368633f8cb6f47dffdd87692d3a9e63b6c1c6f610da6cbafdfd77c9e903,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,decode,64,,8192,1024,320,320,0,107.227111,3055.9435776190944,1.1568438920003246,0.019745135286411235,59.8,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/fixed/c64.json,76b80db5382053033db9886fd6d225c77bb53f80aabf8280a677e772d9d224b0,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,prefill,1,8192,8195,1,59,59,0,,20455.0,0.401,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/prefill/cold.json,d48850871a3498ed81e69df2aa25835e453b1d1958aaae35a530a358fdf6dfdd,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,prefill,1,32768,32770,1,20,20,0,,24717.0,1.326,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/prefill/cold.json,d48850871a3498ed81e69df2aa25835e453b1d1958aaae35a530a358fdf6dfdd,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,prefill,1,65536,65538,1,10,10,0,,24437.0,2.682,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/prefill/cold.json,d48850871a3498ed81e69df2aa25835e453b1d1958aaae35a530a358fdf6dfdd,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp0-v11,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP0,cross_node_tp2_ep_disabled,0,prefill,1,131072,131074,1,5,5,0,,22681.0,5.779,,1.0,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp0-v11/benchmark/raw/prefill/cold.json,d48850871a3498ed81e69df2aa25835e453b1d1958aaae35a530a358fdf6dfdd,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp3-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP3,cross_node_tp2_ep_disabled,3,decode,1,,8192,1024,5,5,0,21.029648,243.46579382814377,0.2683405989992025,0.0037709166647134987,0.9,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp3-v1/benchmark/raw/fixed/c1.json,ac598f43f83d3a5f8c6a4892cecaa22fa7af81314769a2f5fc6f8f18a0060369,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp3-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP3,cross_node_tp2_ep_disabled,3,decode,2,,8192,1024,10,10,0,23.080758,443.65959809896384,0.2811376930021652,0.004181967953568786,1.8,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp3-v1/benchmark/raw/fixed/c2.json,1974d869f2a8ff204be5488d89261fad5c9606d2a2c0f476e6f19cc00bb5f411,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp3-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP3,cross_node_tp2_ep_disabled,3,decode,4,,8192,1024,20,20,0,30.17573,678.6911220460418,0.29389203549908416,0.005323469804007549,3.7,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp3-v1/benchmark/raw/fixed/c4.json,232b534a1e8729367a0e86320be6dbf26520f77f775a1f84c92b92a3f1d8c0b4,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp3-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP3,cross_node_tp2_ep_disabled,3,decode,8,,8192,1024,40,40,0,42.928385,954.1472301413803,0.30440902800000913,0.007928065418379118,7.4,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp3-v1/benchmark/raw/fixed/c8.json,97523b9f90216e403620e5e70143ae8131f306af2546ccd56b29cfba345cfbb9,one_distributed_engine_across_two_stations
qwen38-4p89-tp2-mtp3-v1,raw_benchmark_measurement,MEASURED_CURRENT,DGX Station pair,local-inference-lab/Qwen3.8-Flash-Next-NVFP4-4p89,ee0cea634a371acd1caeaed8e95b90e4344c16b4,SGLang (qwen38-4p89-sglang:runtime-v1),NVFP4 TP2/MTP3,cross_node_tp2_ep_disabled,3,decode,16,,8192,1024,80,80,0,65.070758,1258.9372413107499,0.4994251419993816,0.012336848958943915,15.3,0.0,false,/home/catid/frontier-bench/results/qwen38-4p89-sglang/qwen38-4p89-tp2-mtp3-v1/benchmark/raw/fixed/c16.json,85e69e96fa69e48683c73e39b1a5cd22c31a542a6cbf4a097725029a37de68a2,one_distributed_engine_across_two_stations
